 Submission ID ,  Username  ,Problem_Name  ,Language,Verdict,Date
167776468,jahirul,Pashmak and Flowers,GNU C++17,WRONG_ANSWER,2022-08-10 21:51:00
167776019,jahirul,Pashmak and Flowers,GNU C++17,WRONG_ANSWER,2022-08-10 21:46:07
167775783,jahirul,Pashmak and Flowers,GNU C++17,WRONG_ANSWER,2022-08-10 21:43:32
167775312,jahirul,Pashmak and Flowers,GNU C++17,WRONG_ANSWER,2022-08-10 21:38:02
167768068,jahirul,Fence,GNU C++17,OK,2022-08-10 20:23:03
167767804,jahirul,Ilya and Queries,GNU C++17,TIME_LIMIT_EXCEEDED,2022-08-10 20:20:33
167767622,jahirul,Ilya and Queries,GNU C++17,OK,2022-08-10 20:19:03
167767565,jahirul,Ilya and Queries,GNU C++17,OK,2022-08-10 20:18:30
167767110,jahirul,Ilya and Queries,GNU C++17,OK,2022-08-10 20:14:16
167765791,jahirul,Ilya and Queries,GNU C++17,TIME_LIMIT_EXCEEDED,2022-08-10 20:03:04
167744786,jahirul,Worms,GNU C++17,OK,2022-08-10 17:50:19
167726145,jahirul,Sort the Array,GNU C++17,OK,2022-08-10 14:49:26
167713045,jahirul,Sort the Array,GNU C++17,WRONG_ANSWER,2022-08-10 12:34:01
167712685,jahirul,Sort the Array,GNU C++17,WRONG_ANSWER,2022-08-10 12:29:41
167709408,jahirul,Interesting drink,GNU C++17,OK,2022-08-10 11:47:36
167708043,jahirul,Interesting drink,GNU C++17,TIME_LIMIT_EXCEEDED,2022-08-10 11:25:05
167707900,jahirul,Interesting drink,GNU C++17,WRONG_ANSWER,2022-08-10 11:22:56
167656685,jahirul,Fence,GNU C++17,OK,2022-08-09 22:00:14
167656562,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 21:59:04
167654441,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 21:39:41
167647775,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 20:37:54
167647087,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 20:32:02
167646857,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 20:30:11
167646619,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 20:28:10
167646239,jahirul,Fence,GNU C++17,WRONG_ANSWER,2022-08-09 20:24:51
167644067,jahirul,A and B and Compilation Errors,GNU C++17,OK,2022-08-09 20:05:25
167635458,jahirul,A and B and Compilation Errors,GNU C++17,WRONG_ANSWER,2022-08-09 18:47:41
167573063,jahirul,Vanya and Lanterns,GNU C++17,OK,2022-08-09 06:57:56
167571348,jahirul,Vanya and Lanterns,GNU C++17,WRONG_ANSWER,2022-08-09 06:08:27
167569639,jahirul,Flipping Game,GNU C++17,OK,2022-08-09 05:16:46
167569455,jahirul,Flipping Game,GNU C++17,WRONG_ANSWER,2022-08-09 05:11:40
167457127,jahirul,Unique Bid Auction,GNU C++17,OK,2022-08-08 05:26:02
167405573,jahirul,Same Parity Summands,GNU C++17,OK,2022-08-07 20:15:48
167394756,jahirul,Same Parity Summands,GNU C++17,WRONG_ANSWER,2022-08-07 18:35:15
167394721,jahirul,Same Parity Summands,Python 3,COMPILATION_ERROR,2022-08-07 18:34:50
167387139,jahirul,Two-gram,Python 3,OK,2022-08-07 17:23:18
167380599,jahirul,Two-gram,GNU C++17,OK,2022-08-07 16:18:53
167334267,jahirul,Optimal Reduction,GNU C++17,OK,2022-08-07 05:45:50
167291078,jahirul,Optimal Reduction,GNU C++17,WRONG_ANSWER,2022-08-06 22:05:59
167273446,jahirul,Optimal Reduction,GNU C++17,WRONG_ANSWER,2022-08-06 21:30:10
167246081,jahirul,Traveling Salesman Problem,GNU C++17,OK,2022-08-06 20:52:21
167198767,jahirul,Median Maximization,GNU C++17,OK,2022-08-06 15:00:14
167189910,jahirul,Digit Game,GNU C++17,OK,2022-08-06 13:27:27
167189000,jahirul,Digit Game,GNU C++17,WRONG_ANSWER,2022-08-06 13:16:43
167186012,jahirul,Arithmetic Array,GNU C++17,OK,2022-08-06 12:42:11
167066074,jahirul,Three Doors,GNU C++17,OK,2022-08-05 12:32:35
167062953,jahirul,Permutation Chain,GNU C++17,OK,2022-08-05 11:59:26
166941905,jahirul,2-3 Moves,GNU C++17,OK,2022-08-04 20:44:02
166843922,jahirul,Arrival of the General,GNU C++17,OK,2022-08-04 00:35:28
166724518,jahirul,Everyone Loves to Sleep,GNU C++17,OK,2022-08-02 23:25:49
166601560,jahirul,Everyone Loves to Sleep,GNU C++17,WRONG_ANSWER,2022-08-01 22:58:36
166593051,jahirul,Everyone Loves to Sleep,GNU C++17,WRONG_ANSWER,2022-08-01 22:38:56
166568579,jahirul,Minimum  Varied Number,GNU C++17,OK,2022-08-01 21:52:16
166554298,jahirul,Remove Prefix,GNU C++17,OK,2022-08-01 21:29:57
166538475,jahirul,Everyone Loves to Sleep,GNU C++17,WRONG_ANSWER,2022-08-01 21:09:59
166533480,jahirul,Everyone Loves to Sleep,GNU C++17,WRONG_ANSWER,2022-08-01 21:04:42
166073432,jahirul,Perfect Permutation,GNU C++17,OK,2022-07-29 11:18:05
165305878,jahirul,Free Ice Cream,GNU C++17,OK,2022-07-22 18:12:27
164155676,jahirul,Special Permutation,GNU C++17,WRONG_ANSWER,2022-07-14 19:57:32
163977915,jahirul,Cypher,GNU C++17,OK,2022-07-13 09:54:18
163890776,jahirul,ICPC Balloons,GNU C++17,OK,2022-07-12 21:40:02
163866777,jahirul,YES or YES?,GNU C++17,OK,2022-07-12 21:12:06
163855557,jahirul,YES or YES?,GNU C++17,WRONG_ANSWER,2022-07-12 21:02:04
163779099,jahirul,Display The Number,GNU C++17,OK,2022-07-12 16:24:48
163776640,jahirul,Magic Numbers,GNU C++17,OK,2022-07-12 16:02:38
163773588,jahirul,Level Statistics,GNU C++17,OK,2022-07-12 15:37:01
163697981,jahirul,Crazy Computer,GNU C++17,OK,2022-07-11 22:18:10
163563988,jahirul,Train and Queries,GNU C++17,TIME_LIMIT_EXCEEDED,2022-07-10 22:23:34
163563076,jahirul,Train and Queries,GNU C++17,WRONG_ANSWER,2022-07-10 22:21:53
163548878,jahirul,Polycarp Writes a String from Memory,GNU C++17,OK,2022-07-10 21:57:57
163534547,jahirul,Round Down the Price,GNU C++17,OK,2022-07-10 21:36:57
163387050,jahirul,Life of a Flower,GNU C++17,OK,2022-07-09 20:33:21
163386857,jahirul,Life of a Flower,GNU C++17,WRONG_ANSWER,2022-07-09 20:30:45
163378133,jahirul,Copy-paste,GNU C++17,OK,2022-07-09 18:33:00
163374842,jahirul,Game 23,GNU C++17,OK,2022-07-09 17:47:14
163291441,jahirul,Permutation,GNU C++17,WRONG_ANSWER,2022-07-08 22:16:53
163285334,jahirul,Grass Field,GNU C++17,OK,2022-07-08 22:02:54
163214252,jahirul,Stable Arrangement of Rooks,GNU C++17,OK,2022-07-08 20:12:58
163214010,jahirul,Stable Arrangement of Rooks,GNU C++17,WRONG_ANSWER,2022-07-08 20:09:32
163191429,jahirul,Space Navigation ,GNU C++17,OK,2022-07-08 15:29:21
163156576,jahirul,Find The Array,GNU C++17,OK,2022-07-08 06:57:01
163156447,jahirul,Find The Array,GNU C++17,WRONG_ANSWER,2022-07-08 06:54:54
163156404,jahirul,Find The Array,GNU C++17,WRONG_ANSWER,2022-07-08 06:53:19
163048001,jahirul,Berland Poker,GNU C++17,OK,2022-07-07 05:45:09
163015490,jahirul,Construct a Rectangle,GNU C++17,OK,2022-07-06 20:47:21
163014168,jahirul,Construct a Rectangle,GNU C++17,WRONG_ANSWER,2022-07-06 20:31:54
163013993,jahirul,Construct a Rectangle,GNU C++17,WRONG_ANSWER,2022-07-06 20:29:54
163010094,jahirul,Minimum Product,GNU C++17,OK,2022-07-06 19:49:30
163000894,jahirul,Bad Ugly Numbers,GNU C++17,OK,2022-07-06 18:24:51
163000464,jahirul,Bad Ugly Numbers,GNU C++17,WRONG_ANSWER,2022-07-06 18:21:01
162964480,jahirul,PizzaForces,GNU C++17,OK,2022-07-06 12:09:05
162960971,jahirul,Two Regular Polygons,GNU C++17,OK,2022-07-06 11:24:07
162960884,jahirul,Two Regular Polygons,GNU C++17,WRONG_ANSWER,2022-07-06 11:22:51
162960406,jahirul,Two Regular Polygons,GNU C++17,OK,2022-07-06 11:15:48
162960342,jahirul,Two Regular Polygons,GNU C++17,OK,2022-07-06 11:14:58
162959429,jahirul,Two Regular Polygons,GNU C++17,OK,2022-07-06 11:02:06
162956178,jahirul,Middle Class,GNU C++17,OK,2022-07-06 10:06:39
162955411,jahirul,Middle Class,GNU C++17,WRONG_ANSWER,2022-07-06 09:52:19
162955287,jahirul,Middle Class,GNU C++17,WRONG_ANSWER,2022-07-06 09:49:46
162944513,jahirul,Cinema Line,GNU C++17,OK,2022-07-06 06:14:34
162944101,jahirul,Cinema Line,GNU C++17,OK,2022-07-06 06:01:02
162944025,jahirul,Cinema Line,GNU C++17,WRONG_ANSWER,2022-07-06 05:58:56
162943956,jahirul,Cinema Line,GNU C++17,WRONG_ANSWER,2022-07-06 05:56:42
162943542,jahirul,Cinema Line,GNU C++17,WRONG_ANSWER,2022-07-06 05:41:55
162943495,jahirul,Cinema Line,GNU C++17,WRONG_ANSWER,2022-07-06 05:40:40
162854927,jahirul,ABC,GNU C++17,OK,2022-07-05 12:00:06
162853913,jahirul,Download More RAM,GNU C++17,OK,2022-07-05 11:46:14
162853835,jahirul,Download More RAM,GNU C++17,OK,2022-07-05 11:45:10
162853477,jahirul,Download More RAM,GNU C++17,OK,2022-07-05 11:39:37
162852562,jahirul,Download More RAM,GNU C++17,OK,2022-07-05 11:26:13
162809250,jahirul,Odd/Even Increments,GNU C++17,OK,2022-07-04 22:53:31
162802084,jahirul,Triple,GNU C++17,OK,2022-07-04 22:14:16
162797996,jahirul,Division?,GNU C++17,OK,2022-07-04 21:59:19
162774543,jahirul,Almost Ternary Matrix,GNU C++17,WRONG_ANSWER,2022-07-04 20:58:46
162762802,jahirul,The Third Three Number Problem,GNU C++17,OK,2022-07-04 20:43:10
162745438,jahirul,Equation,GNU C++17,WRONG_ANSWER,2022-07-04 18:47:39
162744914,jahirul,Equation,GNU C++17,OK,2022-07-04 18:42:27
162744251,jahirul,Equation,GNU C++17,WRONG_ANSWER,2022-07-04 18:36:21
162743804,jahirul,Equation,GNU C++17,WRONG_ANSWER,2022-07-04 18:32:16
162743488,jahirul,Equation,GNU C++17,WRONG_ANSWER,2022-07-04 18:29:27
162740800,jahirul,A+B (Trial Problem),GNU C++17,OK,2022-07-04 18:02:12
162740680,jahirul,A+B (Trial Problem),GNU C++17,WRONG_ANSWER,2022-07-04 18:01:08
162642339,jahirul,Bogosort,GNU C++17,OK,2022-07-03 18:36:27
162598397,jahirul,Strange Partition,GNU C++17,OK,2022-07-03 08:16:55
162598347,jahirul,Strange Partition,GNU C++17,WRONG_ANSWER,2022-07-03 08:15:43
162598286,jahirul,Strange Partition,GNU C++17,WRONG_ANSWER,2022-07-03 08:14:05
162598209,jahirul,Strange Partition,GNU C++17,WRONG_ANSWER,2022-07-03 08:11:56
162596624,jahirul,Maximum Cost Deletion,GNU C++17,OK,2022-07-03 07:30:36
162596280,jahirul,Maximum Cost Deletion,GNU C++17,WRONG_ANSWER,2022-07-03 07:20:06
162593620,jahirul,Reorder,GNU C++17,OK,2022-07-03 05:51:03
162548129,jahirul,Common Subsequence,GNU C++17,OK,2022-07-02 19:06:04
162545760,jahirul,Mezo Playing Zoma,GNU C++17,OK,2022-07-02 18:40:19
162545446,jahirul,Mezo Playing Zoma,GNU C++17,OK,2022-07-02 18:36:56
162280954,jahirul,Candy Bags,GNU C++17,OK,2022-06-30 02:53:34
162279069,jahirul,From Hero to Zero,GNU C++17,OK,2022-06-30 02:16:37
162190050,jahirul,Chewbaсca and Number,GNU C++17,OK,2022-06-29 08:11:55
162155582,jahirul,Chewbaсca and Number,GNU C++17,WRONG_ANSWER,2022-06-28 23:02:00
162147223,jahirul,Chewbaсca and Number,GNU C++17,WRONG_ANSWER,2022-06-28 22:35:09
162144271,jahirul,Chewbaсca and Number,GNU C++17,WRONG_ANSWER,2022-06-28 22:28:59
162141400,jahirul,XOR Mixup,GNU C++17,OK,2022-06-28 22:23:05
162027073,jahirul,Polycarp and Sums of Subsequences,GNU C++17,OK,2022-06-28 14:59:21
161819338,jahirul,NIT Destroys the Universe,GNU C++17,OK,2022-06-26 06:08:26
161819307,jahirul,NIT Destroys the Universe,GNU C++17,WRONG_ANSWER,2022-06-26 06:06:37
161819102,jahirul,NIT Destroys the Universe,GNU C++17,WRONG_ANSWER,2022-06-26 05:57:37
161799295,jahirul,NIT orz!,GNU C++17,OK,2022-06-25 23:35:46
161707698,jahirul,Odd Set,GNU C++17,OK,2022-06-25 14:41:25
161608087,jahirul,Minimums and Maximums,GNU C++17,OK,2022-06-24 11:43:52
161607961,jahirul,Minimums and Maximums,GNU C++17,WRONG_ANSWER,2022-06-24 11:41:28
161602157,jahirul,Arpa’s hard exam and Mehrdad’s naive cheat,GNU C++17,OK,2022-06-24 09:27:24
161569855,jahirul,Double Cola,GNU C++17,OK,2022-06-23 21:49:36
161548392,jahirul,Minority,GNU C++17,OK,2022-06-23 17:11:20
161513137,jahirul,Div. 7,GNU C++17,OK,2022-06-23 06:23:39
161467182,jahirul,Nastia and Nearly Good Numbers,GNU C++17,OK,2022-06-22 17:02:37
161467112,jahirul,Nastia and Nearly Good Numbers,GNU C++17,WRONG_ANSWER,2022-06-22 17:01:41
161466772,jahirul,Nastia and Nearly Good Numbers,GNU C++17,WRONG_ANSWER,2022-06-22 16:56:57
161466396,jahirul,Nastia and Nearly Good Numbers,GNU C++17,WRONG_ANSWER,2022-06-22 16:52:38
161433608,jahirul,Stone Game,GNU C++17,OK,2022-06-22 06:52:48
161433348,jahirul,Stone Game,GNU C++17,WRONG_ANSWER,2022-06-22 06:40:57
161432252,jahirul,Friends and Candies,GNU C++17,OK,2022-06-22 05:44:05
161347863,jahirul,Dense Array,GNU C++17,OK,2022-06-21 05:32:13
161263211,jahirul,Ichihime and Triangle,GNU C++17,OK,2022-06-20 07:03:22
161263098,jahirul,Ichihime and Triangle,GNU C++17,WRONG_ANSWER,2022-06-20 06:58:33
161262937,jahirul,Ichihime and Triangle,GNU C++17,WRONG_ANSWER,2022-06-20 06:51:39
161262795,jahirul,Kana and Dragon Quest game,GNU C++17,OK,2022-06-20 06:45:10
161261667,jahirul,Add Odd or Subtract Even,GNU C++17,OK,2022-06-20 05:46:37
161261395,jahirul,Black Square,GNU C++17,OK,2022-06-20 05:31:20
161231995,jahirul,Move Brackets,GNU C++17,OK,2022-06-19 19:58:39
161230526,jahirul,"Multiply by 2, divide by 6",GNU C++17,OK,2022-06-19 19:39:28
161204433,jahirul,Palindromic Numbers ,GNU C++17,OK,2022-06-19 16:28:44
161178371,jahirul,Optimal Path,GNU C++17,OK,2022-06-19 15:24:51
161030104,jahirul,Amusing Joke,GNU C++17,OK,2022-06-18 16:27:41
161028079,jahirul,Circular Local MiniMax,GNU C++17,OK,2022-06-18 15:55:36
161016056,jahirul,Odd Subarrays,GNU C++17,OK,2022-06-18 12:45:56
161001861,jahirul,Unique Number,GNU C++17,OK,2022-06-18 06:19:06
161001780,jahirul,Unique Number,GNU C++17,WRONG_ANSWER,2022-06-18 06:15:22
161001443,jahirul,Unique Number,GNU C++17,WRONG_ANSWER,2022-06-18 05:56:07
160958702,jahirul,Rewards,GNU C++17,OK,2022-06-17 18:46:24
160925809,jahirul,Arrival of the General,GNU C++17,WRONG_ANSWER,2022-06-17 12:15:04
160925414,jahirul,Arrival of the General,GNU C++17,WRONG_ANSWER,2022-06-17 12:10:36
160925115,jahirul,Arrival of the General,GNU C++17,WRONG_ANSWER,2022-06-17 12:06:35
160918146,jahirul,Cormen --- The Best Friend Of a Man,GNU C++17,OK,2022-06-17 10:05:14
160916778,jahirul,Buy a Shovel,GNU C++17,OK,2022-06-17 09:33:51
160872286,jahirul,Creep,GNU C++17,OK,2022-06-16 22:02:53
160869032,jahirul,Creep,GNU C++17,RUNTIME_ERROR,2022-06-16 21:55:02
160868103,jahirul,Creep,GNU C++17,RUNTIME_ERROR,2022-06-16 21:52:48
160778221,jahirul,Most Similar Words,GNU C++17,OK,2022-06-16 09:49:15
160776784,jahirul,Equal Candies,GNU C++17,OK,2022-06-16 09:15:27
160754397,jahirul,Tokitsukaze and All Zero Sequence,GNU C++17,OK,2022-06-15 23:06:42
160686067,jahirul,All Distinct,GNU C++17,OK,2022-06-15 09:25:02
160604332,jahirul,All Distinct,GNU C++17,WRONG_ANSWER,2022-06-14 21:42:55
160597959,jahirul,All Distinct,GNU C++17,WRONG_ANSWER,2022-06-14 21:34:49
160529317,jahirul,Marathon,GNU C++17,OK,2022-06-14 20:38:10
160468992,jahirul,Anton and Letters,GNU C++17,OK,2022-06-14 05:51:57
160468652,jahirul,Anton and Letters,GNU C++17,OK,2022-06-14 05:34:57
